元シート,列車番号,駅順,駅名,発車,到着,方向,区間,発車_判定用,到着_判定用,発着チェック
〇【下】STｷｾ～ｷｺﾔ,B566S,7,北千住,5.45.15,,下り,〇【下】STｷｾ～ｷｺﾔ,5.45.15,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,8,小菅,48.30,,下り,〇【下】STｷｾ～ｷｺﾔ,48.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,9,五反野,50.20,,下り,〇【下】STｷｾ～ｷｺﾔ,50.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,10,梅島,52.20,,下り,〇【下】STｷｾ～ｷｺﾔ,52.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,11,西新井,54.20,,下り,〇【下】STｷｾ～ｷｺﾔ,54.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,12,竹ノ塚,57.20,,下り,〇【下】STｷｾ～ｷｺﾔ,57.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,13,谷塚,6.00   ,,下り,〇【下】STｷｾ～ｷｺﾔ,6.00,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,14,草加,02.50,,下り,〇【下】STｷｾ～ｷｺﾔ,02.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,15,獨協大学前,05.10,,下り,〇【下】STｷｾ～ｷｺﾔ,05.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,16,新田,07.10,,下り,〇【下】STｷｾ～ｷｺﾔ,07.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,17,蒲生,09.20,,下り,〇【下】STｷｾ～ｷｺﾔ,09.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,18,新越谷,11.20,,下り,〇【下】STｷｾ～ｷｺﾔ,11.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,19,越谷,13.40,,下り,〇【下】STｷｾ～ｷｺﾔ,13.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B566S,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B568S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B568S,5,堀切,,5.12.55,下り,〇【下】STｷｾ～ｷｺﾔ,,5.12.55,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,7,北千住,,59.10,下り,〇【下】STｷｾ～ｷｺﾔ,,59.10,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,8,小菅,,6.00.50,下り,〇【下】STｷｾ～ｷｺﾔ,,6.00.50,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,9,五反野,,03.10,下り,〇【下】STｷｾ～ｷｺﾔ,,03.10,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,10,梅島,,05.10,下り,〇【下】STｷｾ～ｷｺﾔ,,05.10,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,11,西新井,,07.50,下り,〇【下】STｷｾ～ｷｺﾔ,,07.50,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,12,竹ノ塚,,10.50,下り,〇【下】STｷｾ～ｷｺﾔ,,10.50,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,13,谷塚,,14   ,下り,〇【下】STｷｾ～ｷｺﾔ,,14,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,14,草加,,17.10,下り,〇【下】STｷｾ～ｷｺﾔ,,17.10,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,15,獨協大学前,,19.30,下り,〇【下】STｷｾ～ｷｺﾔ,,19.30,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,16,新田,,21.30,下り,〇【下】STｷｾ～ｷｺﾔ,,21.30,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,17,蒲生,,23.40,下り,〇【下】STｷｾ～ｷｺﾔ,,23.40,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,18,新越谷,,25.40,下り,〇【下】STｷｾ～ｷｺﾔ,,25.40,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,19,越谷,,28   ,下り,〇【下】STｷｾ～ｷｺﾔ,,28,終着
〇【下】STｷｾ～ｷｺﾔ,B568S,20,北越谷,,＝,下り,〇【下】STｷｾ～ｷｺﾔ,,＝,異常
〇【下】STｷｾ～ｷｺﾔ,B602S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B602S,5,堀切,,6.24.25,下り,〇【下】STｷｾ～ｷｺﾔ,,6.24.25,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,7,北千住,,7.09.40,下り,〇【下】STｷｾ～ｷｺﾔ,,7.09.40,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,8,小菅,,12.50,下り,〇【下】STｷｾ～ｷｺﾔ,,12.50,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,9,五反野,,14.40,下り,〇【下】STｷｾ～ｷｺﾔ,,14.40,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,10,梅島,,16.40,下り,〇【下】STｷｾ～ｷｺﾔ,,16.40,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,11,西新井,,19   ,下り,〇【下】STｷｾ～ｷｺﾔ,,19,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,12,竹ノ塚,,22   ,下り,〇【下】STｷｾ～ｷｺﾔ,,22,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,13,谷塚,,25.10,下り,〇【下】STｷｾ～ｷｺﾔ,,25.10,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,14,草加,,27.50,下り,〇【下】STｷｾ～ｷｺﾔ,,27.50,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,15,獨協大学前,,30.10,下り,〇【下】STｷｾ～ｷｺﾔ,,30.10,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,16,新田,,32.10,下り,〇【下】STｷｾ～ｷｺﾔ,,32.10,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,17,蒲生,,34.20,下り,〇【下】STｷｾ～ｷｺﾔ,,34.20,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,18,新越谷,,36.30,下り,〇【下】STｷｾ～ｷｺﾔ,,36.30,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,19,越谷,,39   ,下り,〇【下】STｷｾ～ｷｺﾔ,,39,終着
〇【下】STｷｾ～ｷｺﾔ,B602S,20,北越谷,,＝,下り,〇【下】STｷｾ～ｷｺﾔ,,＝,異常
〇【下】STｷｾ～ｷｺﾔ,B603T,4,鐘ヶ淵,(中目黒),,下り,〇【下】STｷｾ～ｷｺﾔ,(中目黒),,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,5,堀切,6.33.45,,下り,〇【下】STｷｾ～ｷｺﾔ,6.33.45,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,6,牛田,||,,下り,〇【下】STｷｾ～ｷｺﾔ,||,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,7,北千住,7.19   ,,下り,〇【下】STｷｾ～ｷｺﾔ,7.19,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,8,小菅,22.10,,下り,〇【下】STｷｾ～ｷｺﾔ,22.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,9,五反野,24   ,,下り,〇【下】STｷｾ～ｷｺﾔ,24,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,10,梅島,26   ,,下り,〇【下】STｷｾ～ｷｺﾔ,26,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,11,西新井,28.50,,下り,〇【下】STｷｾ～ｷｺﾔ,28.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,12,竹ノ塚,31.50,,下り,〇【下】STｷｾ～ｷｺﾔ,31.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,13,谷塚,35   ,,下り,〇【下】STｷｾ～ｷｺﾔ,35,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,14,草加,37.20,,下り,〇【下】STｷｾ～ｷｺﾔ,37.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,15,獨協大学前,39.40,,下り,〇【下】STｷｾ～ｷｺﾔ,39.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,16,新田,41.40,,下り,〇【下】STｷｾ～ｷｺﾔ,41.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,17,蒲生,43.50,,下り,〇【下】STｷｾ～ｷｺﾔ,43.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,18,新越谷,45.50,,下り,〇【下】STｷｾ～ｷｺﾔ,45.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,19,越谷,48.20,,下り,〇【下】STｷｾ～ｷｺﾔ,48.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B603T,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B633T,4,鐘ヶ淵,(南千住),,下り,〇【下】STｷｾ～ｷｺﾔ,(南千住),,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,5,堀切,6.46.40,,下り,〇【下】STｷｾ～ｷｺﾔ,6.46.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,6,牛田,||,,下り,〇【下】STｷｾ～ｷｺﾔ,||,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,7,北千住,6.49.20,,下り,〇【下】STｷｾ～ｷｺﾔ,6.49.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,8,小菅,52.30,,下り,〇【下】STｷｾ～ｷｺﾔ,52.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,9,五反野,54.20,,下り,〇【下】STｷｾ～ｷｺﾔ,54.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,10,梅島,56.20,,下り,〇【下】STｷｾ～ｷｺﾔ,56.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,11,西新井,58.10,,下り,〇【下】STｷｾ～ｷｺﾔ,58.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,12,竹ノ塚,7.00.40,,下り,〇【下】STｷｾ～ｷｺﾔ,7.00.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,13,谷塚,04.20,,下り,〇【下】STｷｾ～ｷｺﾔ,04.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,14,草加,06.40,,下り,〇【下】STｷｾ～ｷｺﾔ,06.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,15,獨協大学前,09   ,,下り,〇【下】STｷｾ～ｷｺﾔ,09,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,16,新田,11   ,,下り,〇【下】STｷｾ～ｷｺﾔ,11,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,17,蒲生,13.10,,下り,〇【下】STｷｾ～ｷｺﾔ,13.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,18,新越谷,15.10,,下り,〇【下】STｷｾ～ｷｺﾔ,15.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,19,越谷,17.30,,下り,〇【下】STｷｾ～ｷｺﾔ,17.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B633T,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B634S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B634S,5,堀切,,6.07.25,下り,〇【下】STｷｾ～ｷｺﾔ,,6.07.25,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,7,北千住,,6.52.40,下り,〇【下】STｷｾ～ｷｺﾔ,,6.52.40,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,8,小菅,,57.10,下り,〇【下】STｷｾ～ｷｺﾔ,,57.10,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,9,五反野,,59   ,下り,〇【下】STｷｾ～ｷｺﾔ,,59,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,10,梅島,,7.00.30,下り,〇【下】STｷｾ～ｷｺﾔ,,7.00.30,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,11,西新井,,04.30,下り,〇【下】STｷｾ～ｷｺﾔ,,04.30,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,12,竹ノ塚,,07.30,下り,〇【下】STｷｾ～ｷｺﾔ,,07.30,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,13,谷塚,,10.40,下り,〇【下】STｷｾ～ｷｺﾔ,,10.40,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,14,草加,,13.10,下り,〇【下】STｷｾ～ｷｺﾔ,,13.10,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,15,獨協大学前,,15.30,下り,〇【下】STｷｾ～ｷｺﾔ,,15.30,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,16,新田,,17.30,下り,〇【下】STｷｾ～ｷｺﾔ,,17.30,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,17,蒲生,,19.40,下り,〇【下】STｷｾ～ｷｺﾔ,,19.40,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,18,新越谷,,21.50,下り,〇【下】STｷｾ～ｷｺﾔ,,21.50,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,19,越谷,,24.20,下り,〇【下】STｷｾ～ｷｺﾔ,,24.20,終着
〇【下】STｷｾ～ｷｺﾔ,B634S,20,北越谷,,＝,下り,〇【下】STｷｾ～ｷｺﾔ,,＝,異常
〇【下】STｷｾ～ｷｺﾔ,B640S,4,鐘ヶ淵,(中目黒),,下り,〇【下】STｷｾ～ｷｺﾔ,(中目黒),,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,5,堀切,6.55.20,,下り,〇【下】STｷｾ～ｷｺﾔ,6.55.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,6,牛田,||,,下り,〇【下】STｷｾ～ｷｺﾔ,||,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,7,北千住,7.40.35,,下り,〇【下】STｷｾ～ｷｺﾔ,7.40.35,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,8,小菅,43.50,,下り,〇【下】STｷｾ～ｷｺﾔ,43.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,9,五反野,45.40,,下り,〇【下】STｷｾ～ｷｺﾔ,45.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,10,梅島,47.40,,下り,〇【下】STｷｾ～ｷｺﾔ,47.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,11,西新井,49.30,,下り,〇【下】STｷｾ～ｷｺﾔ,49.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,12,竹ノ塚,52.30,,下り,〇【下】STｷｾ～ｷｺﾔ,52.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,13,谷塚,55.40,,下り,〇【下】STｷｾ～ｷｺﾔ,55.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,14,草加,58.40,,下り,〇【下】STｷｾ～ｷｺﾔ,58.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,15,獨協大学前,8.00.30,,下り,〇【下】STｷｾ～ｷｺﾔ,8.00.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,16,新田,03   ,,下り,〇【下】STｷｾ～ｷｺﾔ,03,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,17,蒲生,05.10,,下り,〇【下】STｷｾ～ｷｺﾔ,05.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,18,新越谷,07.30,,下り,〇【下】STｷｾ～ｷｺﾔ,07.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,19,越谷,10   ,,下り,〇【下】STｷｾ～ｷｺﾔ,10,,始発
〇【下】STｷｾ～ｷｺﾔ,B640S,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B652S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B652S,5,堀切,,6.48.15,下り,〇【下】STｷｾ～ｷｺﾔ,,6.48.15,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,7,北千住,,7.33.30,下り,〇【下】STｷｾ～ｷｺﾔ,,7.33.30,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,8,小菅,,36.40,下り,〇【下】STｷｾ～ｷｺﾔ,,36.40,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,9,五反野,,38.30,下り,〇【下】STｷｾ～ｷｺﾔ,,38.30,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,10,梅島,,40.30,下り,〇【下】STｷｾ～ｷｺﾔ,,40.30,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,11,西新井,,42.30,下り,〇【下】STｷｾ～ｷｺﾔ,,42.30,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,12,竹ノ塚,,45.30,下り,〇【下】STｷｾ～ｷｺﾔ,,45.30,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,13,谷塚,,48.40,下り,〇【下】STｷｾ～ｷｺﾔ,,48.40,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,14,草加,,51.20,下り,〇【下】STｷｾ～ｷｺﾔ,,51.20,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,15,獨協大学前,,53.40,下り,〇【下】STｷｾ～ｷｺﾔ,,53.40,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,16,新田,,55.40,下り,〇【下】STｷｾ～ｷｺﾔ,,55.40,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,17,蒲生,,57.50,下り,〇【下】STｷｾ～ｷｺﾔ,,57.50,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,18,新越谷,,8.00.10,下り,〇【下】STｷｾ～ｷｺﾔ,,8.00.10,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,19,越谷,,02.40,下り,〇【下】STｷｾ～ｷｺﾔ,,02.40,終着
〇【下】STｷｾ～ｷｺﾔ,B652S,20,北越谷,,＝,下り,〇【下】STｷｾ～ｷｺﾔ,,＝,異常
〇【下】STｷｾ～ｷｺﾔ,B662S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B662S,5,堀切,,6.00.25,下り,〇【下】STｷｾ～ｷｺﾔ,,6.00.25,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,7,北千住,,6.45.40,下り,〇【下】STｷｾ～ｷｺﾔ,,6.45.40,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,8,小菅,,48.50,下り,〇【下】STｷｾ～ｷｺﾔ,,48.50,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,9,五反野,,50.40,下り,〇【下】STｷｾ～ｷｺﾔ,,50.40,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,10,梅島,,52.40,下り,〇【下】STｷｾ～ｷｺﾔ,,52.40,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,11,西新井,,54.30,下り,〇【下】STｷｾ～ｷｺﾔ,,54.30,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,12,竹ノ塚,,57.30,下り,〇【下】STｷｾ～ｷｺﾔ,,57.30,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,13,谷塚,,7.00.10,下り,〇【下】STｷｾ～ｷｺﾔ,,7.00.10,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,14,草加,,03   ,下り,〇【下】STｷｾ～ｷｺﾔ,,03,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,15,獨協大学前,,05.20,下り,〇【下】STｷｾ～ｷｺﾔ,,05.20,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,16,新田,,07.20,下り,〇【下】STｷｾ～ｷｺﾔ,,07.20,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,17,蒲生,,09.30,下り,〇【下】STｷｾ～ｷｺﾔ,,09.30,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,18,新越谷,,11.30,下り,〇【下】STｷｾ～ｷｺﾔ,,11.30,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,19,越谷,,14.10,下り,〇【下】STｷｾ～ｷｺﾔ,,14.10,終着
〇【下】STｷｾ～ｷｺﾔ,B662S,20,北越谷,,＝,下り,〇【下】STｷｾ～ｷｺﾔ,,＝,異常
〇【下】STｷｾ～ｷｺﾔ,B664S,4,鐘ヶ淵,(中目黒),,下り,〇【下】STｷｾ～ｷｺﾔ,(中目黒),,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,5,堀切,6.18.15,,下り,〇【下】STｷｾ～ｷｺﾔ,6.18.15,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,6,牛田,||,,下り,〇【下】STｷｾ～ｷｺﾔ,||,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,7,北千住,7.03.30,,下り,〇【下】STｷｾ～ｷｺﾔ,7.03.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,8,小菅,06.40,,下り,〇【下】STｷｾ～ｷｺﾔ,06.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,9,五反野,08.30,,下り,〇【下】STｷｾ～ｷｺﾔ,08.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,10,梅島,10.30,,下り,〇【下】STｷｾ～ｷｺﾔ,10.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,11,西新井,12.20,,下り,〇【下】STｷｾ～ｷｺﾔ,12.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,12,竹ノ塚,15.20,,下り,〇【下】STｷｾ～ｷｺﾔ,15.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,13,谷塚,18.30,,下り,〇【下】STｷｾ～ｷｺﾔ,18.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,14,草加,21   ,,下り,〇【下】STｷｾ～ｷｺﾔ,21,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,15,獨協大学前,23.20,,下り,〇【下】STｷｾ～ｷｺﾔ,23.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,16,新田,25.20,,下り,〇【下】STｷｾ～ｷｺﾔ,25.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,17,蒲生,27.30,,下り,〇【下】STｷｾ～ｷｺﾔ,27.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,18,新越谷,29.30,,下り,〇【下】STｷｾ～ｷｺﾔ,29.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,19,越谷,32   ,,下り,〇【下】STｷｾ～ｷｺﾔ,32,,始発
〇【下】STｷｾ～ｷｺﾔ,B664S,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B711T,4,鐘ヶ淵,(中目黒),,下り,〇【下】STｷｾ～ｷｺﾔ,(中目黒),,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,5,堀切,7.18.50,,下り,〇【下】STｷｾ～ｷｺﾔ,7.18.50,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,6,牛田,||,,下り,〇【下】STｷｾ～ｷｺﾔ,||,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,7,北千住,8.04.15,,下り,〇【下】STｷｾ～ｷｺﾔ,8.04.15,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,8,小菅,07.30,,下り,〇【下】STｷｾ～ｷｺﾔ,07.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,9,五反野,09.20,,下り,〇【下】STｷｾ～ｷｺﾔ,09.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,10,梅島,11.20,,下り,〇【下】STｷｾ～ｷｺﾔ,11.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,11,西新井,13.20,,下り,〇【下】STｷｾ～ｷｺﾔ,13.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,12,竹ノ塚,16.20,,下り,〇【下】STｷｾ～ｷｺﾔ,16.20,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,13,谷塚,19.30,,下り,〇【下】STｷｾ～ｷｺﾔ,19.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,14,草加,22.40,,下り,〇【下】STｷｾ～ｷｺﾔ,22.40,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,15,獨協大学前,25   ,,下り,〇【下】STｷｾ～ｷｺﾔ,25,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,16,新田,27   ,,下り,〇【下】STｷｾ～ｷｺﾔ,27,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,17,蒲生,29.10,,下り,〇【下】STｷｾ～ｷｺﾔ,29.10,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,18,新越谷,31.30,,下り,〇【下】STｷｾ～ｷｺﾔ,31.30,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,19,越谷,34   ,,下り,〇【下】STｷｾ～ｷｺﾔ,34,,始発
〇【下】STｷｾ～ｷｺﾔ,B711T,20,北越谷,＝,,下り,〇【下】STｷｾ～ｷｺﾔ,＝,,異常
〇【下】STｷｾ～ｷｺﾔ,B716S,4,鐘ヶ淵,,(中目黒),下り,〇【下】STｷｾ～ｷｺﾔ,,(中目黒),終着
〇【下】STｷｾ～ｷｺﾔ,B716S,5,堀切,,7.51.40,下り,〇【下】STｷｾ～ｷｺﾔ,,7.51.40,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,6,牛田,,||,下り,〇【下】STｷｾ～ｷｺﾔ,,||,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,7,北千住,,8.38.45,下り,〇【下】STｷｾ～ｷｺﾔ,,8.38.45,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,8,小菅,,42   ,下り,〇【下】STｷｾ～ｷｺﾔ,,42,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,9,五反野,,43.50,下り,〇【下】STｷｾ～ｷｺﾔ,,43.50,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,10,梅島,,45.50,下り,〇【下】STｷｾ～ｷｺﾔ,,45.50,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,11,西新井,,48   ,下り,〇【下】STｷｾ～ｷｺﾔ,,48,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,12,竹ノ塚,,51   ,下り,〇【下】STｷｾ～ｷｺﾔ,,51,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,13,谷塚,,54.10,下り,〇【下】STｷｾ～ｷｺﾔ,,54.10,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,14,草加,,56.30,下り,〇【下】STｷｾ～ｷｺﾔ,,56.30,終着
〇【下】STｷｾ～ｷｺﾔ,B716S,15,獨協大学前,,58.50,下り,〇【下】STｷｾ～ｷｺﾔ,,58.50,終着
