元シート,列車番号,駅順,駅名,発車,到着,方向,区間,発車_判定用,到着_判定用,発着チェック
〇【上】ｱｻ～ﾀﾃ,2526,27,武里,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2526,28,一ノ割,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2526,29,春日部,,24.40,上り,〇【上】ｱｻ～ﾀﾃ,,24.40,終着
〇【上】ｱｻ～ﾀﾃ,2526,30,北春日部,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2526,31,姫宮,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2526,32,東武動物公園,,18.10,上り,〇【上】ｱｻ～ﾀﾃ,,18.10,終着
〇【上】ｱｻ～ﾀﾃ,2526,33,和戸,,14   ,上り,〇【上】ｱｻ～ﾀﾃ,,14,終着
〇【上】ｱｻ～ﾀﾃ,2526,34,久喜,,09.50,上り,〇【上】ｱｻ～ﾀﾃ,,09.50,終着
〇【上】ｱｻ～ﾀﾃ,2526,35,鷲宮,,8.00   ,上り,〇【上】ｱｻ～ﾀﾃ,,8.00,終着
〇【上】ｱｻ～ﾀﾃ,2526,36,花崎,,57.20,上り,〇【上】ｱｻ～ﾀﾃ,,57.20,終着
〇【上】ｱｻ～ﾀﾃ,2526,37,加須,,53.40,上り,〇【上】ｱｻ～ﾀﾃ,,53.40,終着
〇【上】ｱｻ～ﾀﾃ,2526,38,南羽生,,49   ,上り,〇【上】ｱｻ～ﾀﾃ,,49,終着
〇【上】ｱｻ～ﾀﾃ,2526,39,羽生,,45.40,上り,〇【上】ｱｻ～ﾀﾃ,,45.40,終着
〇【上】ｱｻ～ﾀﾃ,2526,40,川俣,,41   ,上り,〇【上】ｱｻ～ﾀﾃ,,41,終着
〇【上】ｱｻ～ﾀﾃ,2526,41,茂林寺前,,38.20,上り,〇【上】ｱｻ～ﾀﾃ,,38.20,終着
〇【上】ｱｻ～ﾀﾃ,2526,42,館林,,普,上り,〇【上】ｱｻ～ﾀﾃ,,普,終着
〇【上】ｱｻ～ﾀﾃ,2528,3,浅草,9.20.30,＝,上り,〇【上】ｱｻ～ﾀﾃ,9.20.30,＝,始発
〇【上】ｱｻ～ﾀﾃ,2528,4,"とうきょう
スカイツリー",17.30,,上り,〇【上】ｱｻ～ﾀﾃ,17.30,,始発
〇【上】ｱｻ～ﾀﾃ,2528,5,押上,||,,上り,〇【上】ｱｻ～ﾀﾃ,||,,始発
〇【上】ｱｻ～ﾀﾃ,2528,6,曳舟,15.20,,上り,〇【上】ｱｻ～ﾀﾃ,15.20,,始発
〇【上】ｱｻ～ﾀﾃ,2528,7,東向島,13.30,,上り,〇【上】ｱｻ～ﾀﾃ,13.30,,始発
〇【上】ｱｻ～ﾀﾃ,2528,8,鐘ヶ淵,11.10,,上り,〇【上】ｱｻ～ﾀﾃ,11.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,9,堀切,09   ,,上り,〇【上】ｱｻ～ﾀﾃ,09,,始発
〇【上】ｱｻ～ﾀﾃ,2528,10,牛田,07.30,,上り,〇【上】ｱｻ～ﾀﾃ,07.30,,始発
〇【上】ｱｻ～ﾀﾃ,2528,11,北千住,05.20,,上り,〇【上】ｱｻ～ﾀﾃ,05.20,,始発
〇【上】ｱｻ～ﾀﾃ,2528,12,小菅,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,13,五反野,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,14,梅島,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,15,西新井,59.50,,上り,〇【上】ｱｻ～ﾀﾃ,59.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,16,竹ノ塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,17,谷塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,18,草加,53.40,,上り,〇【上】ｱｻ～ﾀﾃ,53.40,,始発
〇【上】ｱｻ～ﾀﾃ,2528,19,獨協大学前,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,20,新田,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,21,蒲生,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,22,新越谷,48.10,,上り,〇【上】ｱｻ～ﾀﾃ,48.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,23,越谷,45.30,,上り,〇【上】ｱｻ～ﾀﾃ,45.30,,始発
〇【上】ｱｻ～ﾀﾃ,2528,24,北越谷,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,25,大袋,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,26,せんげん台,39.40,,上り,〇【上】ｱｻ～ﾀﾃ,39.40,,始発
〇【上】ｱｻ～ﾀﾃ,2528,27,武里,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,28,一ノ割,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,29,春日部,32.20,,上り,〇【上】ｱｻ～ﾀﾃ,32.20,,始発
〇【上】ｱｻ～ﾀﾃ,2528,30,北春日部,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,31,姫宮,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2528,32,東武動物公園,26.10,,上り,〇【上】ｱｻ～ﾀﾃ,26.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,33,和戸,21.50,,上り,〇【上】ｱｻ～ﾀﾃ,21.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,34,久喜,17.50,,上り,〇【上】ｱｻ～ﾀﾃ,17.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,35,鷲宮,12.50,,上り,〇【上】ｱｻ～ﾀﾃ,12.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,36,花崎,09.50,,上り,〇【上】ｱｻ～ﾀﾃ,09.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,37,加須,06.10,,上り,〇【上】ｱｻ～ﾀﾃ,06.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,38,南羽生,8.01.10,,上り,〇【上】ｱｻ～ﾀﾃ,8.01.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,39,羽生,58.10,,上り,〇【上】ｱｻ～ﾀﾃ,58.10,,始発
〇【上】ｱｻ～ﾀﾃ,2528,40,川俣,53.30,,上り,〇【上】ｱｻ～ﾀﾃ,53.30,,始発
〇【上】ｱｻ～ﾀﾃ,2528,41,茂林寺前,50.50,,上り,〇【上】ｱｻ～ﾀﾃ,50.50,,始発
〇【上】ｱｻ～ﾀﾃ,2528,42,館林,普,,上り,〇【上】ｱｻ～ﾀﾃ,普,,始発
〇【上】ｱｻ～ﾀﾃ,2530,3,浅草,＝,9.36   ,上り,〇【上】ｱｻ～ﾀﾃ,＝,9.36,終着
〇【上】ｱｻ～ﾀﾃ,2530,4,"とうきょう
スカイツリー",,33   ,上り,〇【上】ｱｻ～ﾀﾃ,,33,終着
〇【上】ｱｻ～ﾀﾃ,2530,5,押上,,||,上り,〇【上】ｱｻ～ﾀﾃ,,||,終着
〇【上】ｱｻ～ﾀﾃ,2530,6,曳舟,,30.10,上り,〇【上】ｱｻ～ﾀﾃ,,30.10,終着
〇【上】ｱｻ～ﾀﾃ,2530,7,東向島,,23.40,上り,〇【上】ｱｻ～ﾀﾃ,,23.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,8,鐘ヶ淵,,21.20,上り,〇【上】ｱｻ～ﾀﾃ,,21.20,終着
〇【上】ｱｻ～ﾀﾃ,2530,9,堀切,,19.10,上り,〇【上】ｱｻ～ﾀﾃ,,19.10,終着
〇【上】ｱｻ～ﾀﾃ,2530,10,牛田,,17.40,上り,〇【上】ｱｻ～ﾀﾃ,,17.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,11,北千住,,15.30,上り,〇【上】ｱｻ～ﾀﾃ,,15.30,終着
〇【上】ｱｻ～ﾀﾃ,2530,12,小菅,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,13,五反野,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,14,梅島,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,15,西新井,,10   ,上り,〇【上】ｱｻ～ﾀﾃ,,10,終着
〇【上】ｱｻ～ﾀﾃ,2530,16,竹ノ塚,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,17,谷塚,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,18,草加,,9.01   ,上り,〇【上】ｱｻ～ﾀﾃ,,9.01,終着
〇【上】ｱｻ～ﾀﾃ,2530,19,獨協大学前,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,20,新田,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,21,蒲生,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,22,新越谷,,56.30,上り,〇【上】ｱｻ～ﾀﾃ,,56.30,終着
〇【上】ｱｻ～ﾀﾃ,2530,23,越谷,,54   ,上り,〇【上】ｱｻ～ﾀﾃ,,54,終着
〇【上】ｱｻ～ﾀﾃ,2530,24,北越谷,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,25,大袋,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,26,せんげん台,,48.20,上り,〇【上】ｱｻ～ﾀﾃ,,48.20,終着
〇【上】ｱｻ～ﾀﾃ,2530,27,武里,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,28,一ノ割,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,29,春日部,,42.30,上り,〇【上】ｱｻ～ﾀﾃ,,42.30,終着
〇【上】ｱｻ～ﾀﾃ,2530,30,北春日部,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,31,姫宮,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,2530,32,東武動物公園,,36.40,上り,〇【上】ｱｻ～ﾀﾃ,,36.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,33,和戸,,32.30,上り,〇【上】ｱｻ～ﾀﾃ,,32.30,終着
〇【上】ｱｻ～ﾀﾃ,2530,34,久喜,,28.40,上り,〇【上】ｱｻ～ﾀﾃ,,28.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,35,鷲宮,,23.40,上り,〇【上】ｱｻ～ﾀﾃ,,23.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,36,花崎,,20.40,上り,〇【上】ｱｻ～ﾀﾃ,,20.40,終着
〇【上】ｱｻ～ﾀﾃ,2530,37,加須,,17   ,上り,〇【上】ｱｻ～ﾀﾃ,,17,終着
〇【上】ｱｻ～ﾀﾃ,2530,38,南羽生,,12.20,上り,〇【上】ｱｻ～ﾀﾃ,,12.20,終着
〇【上】ｱｻ～ﾀﾃ,2530,39,羽生,,09   ,上り,〇【上】ｱｻ～ﾀﾃ,,09,終着
〇【上】ｱｻ～ﾀﾃ,2530,40,川俣,,04.20,上り,〇【上】ｱｻ～ﾀﾃ,,04.20,終着
〇【上】ｱｻ～ﾀﾃ,2530,41,茂林寺前,,8.01.20,上り,〇【上】ｱｻ～ﾀﾃ,,8.01.20,終着
〇【上】ｱｻ～ﾀﾃ,2530,42,館林,,普,上り,〇【上】ｱｻ～ﾀﾃ,,普,終着
〇【上】ｱｻ～ﾀﾃ,2532,3,浅草,9.55   ,＝,上り,〇【上】ｱｻ～ﾀﾃ,9.55,＝,始発
〇【上】ｱｻ～ﾀﾃ,2532,4,"とうきょう
スカイツリー",52   ,,上り,〇【上】ｱｻ～ﾀﾃ,52,,始発
〇【上】ｱｻ～ﾀﾃ,2532,5,押上,||,,上り,〇【上】ｱｻ～ﾀﾃ,||,,始発
〇【上】ｱｻ～ﾀﾃ,2532,6,曳舟,49.20,,上り,〇【上】ｱｻ～ﾀﾃ,49.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,7,東向島,45   ,,上り,〇【上】ｱｻ～ﾀﾃ,45,,始発
〇【上】ｱｻ～ﾀﾃ,2532,8,鐘ヶ淵,42.50,,上り,〇【上】ｱｻ～ﾀﾃ,42.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,9,堀切,40.50,,上り,〇【上】ｱｻ～ﾀﾃ,40.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,10,牛田,39.20,,上り,〇【上】ｱｻ～ﾀﾃ,39.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,11,北千住,37.20,,上り,〇【上】ｱｻ～ﾀﾃ,37.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,12,小菅,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,13,五反野,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,14,梅島,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,15,西新井,31.50,,上り,〇【上】ｱｻ～ﾀﾃ,31.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,16,竹ノ塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,17,谷塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,18,草加,26   ,,上り,〇【上】ｱｻ～ﾀﾃ,26,,始発
〇【上】ｱｻ～ﾀﾃ,2532,19,獨協大学前,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,20,新田,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,21,蒲生,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,22,新越谷,16.50,,上り,〇【上】ｱｻ～ﾀﾃ,16.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,23,越谷,14.20,,上り,〇【上】ｱｻ～ﾀﾃ,14.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,24,北越谷,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,25,大袋,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,26,せんげん台,08.50,,上り,〇【上】ｱｻ～ﾀﾃ,08.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,27,武里,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,28,一ノ割,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,29,春日部,03.30,,上り,〇【上】ｱｻ～ﾀﾃ,03.30,,始発
〇【上】ｱｻ～ﾀﾃ,2532,30,北春日部,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,31,姫宮,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2532,32,東武動物公園,57.30,,上り,〇【上】ｱｻ～ﾀﾃ,57.30,,始発
〇【上】ｱｻ～ﾀﾃ,2532,33,和戸,53.40,,上り,〇【上】ｱｻ～ﾀﾃ,53.40,,始発
〇【上】ｱｻ～ﾀﾃ,2532,34,久喜,49.50,,上り,〇【上】ｱｻ～ﾀﾃ,49.50,,始発
〇【上】ｱｻ～ﾀﾃ,2532,35,鷲宮,45   ,,上り,〇【上】ｱｻ～ﾀﾃ,45,,始発
〇【上】ｱｻ～ﾀﾃ,2532,36,花崎,42   ,,上り,〇【上】ｱｻ～ﾀﾃ,42,,始発
〇【上】ｱｻ～ﾀﾃ,2532,37,加須,38.20,,上り,〇【上】ｱｻ～ﾀﾃ,38.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,38,南羽生,33.40,,上り,〇【上】ｱｻ～ﾀﾃ,33.40,,始発
〇【上】ｱｻ～ﾀﾃ,2532,39,羽生,30.20,,上り,〇【上】ｱｻ～ﾀﾃ,30.20,,始発
〇【上】ｱｻ～ﾀﾃ,2532,40,川俣,25.40,,上り,〇【上】ｱｻ～ﾀﾃ,25.40,,始発
〇【上】ｱｻ～ﾀﾃ,2532,41,茂林寺前,23   ,,上り,〇【上】ｱｻ～ﾀﾃ,23,,始発
〇【上】ｱｻ～ﾀﾃ,2532,42,館林,普,,上り,〇【上】ｱｻ～ﾀﾃ,普,,始発
〇【上】ｱｻ～ﾀﾃ,2534,3,浅草,0.04.30,＝,上り,〇【上】ｱｻ～ﾀﾃ,0.04.30,＝,始発
〇【上】ｱｻ～ﾀﾃ,2534,4,"とうきょう
スカイツリー",01.30,,上り,〇【上】ｱｻ～ﾀﾃ,01.30,,始発
〇【上】ｱｻ～ﾀﾃ,2534,5,押上,||,,上り,〇【上】ｱｻ～ﾀﾃ,||,,始発
〇【上】ｱｻ～ﾀﾃ,2534,6,曳舟,59.20,,上り,〇【上】ｱｻ～ﾀﾃ,59.20,,始発
〇【上】ｱｻ～ﾀﾃ,2534,7,東向島,53.50,,上り,〇【上】ｱｻ～ﾀﾃ,53.50,,始発
〇【上】ｱｻ～ﾀﾃ,2534,8,鐘ヶ淵,51.40,,上り,〇【上】ｱｻ～ﾀﾃ,51.40,,始発
〇【上】ｱｻ～ﾀﾃ,2534,9,堀切,49.40,,上り,〇【上】ｱｻ～ﾀﾃ,49.40,,始発
〇【上】ｱｻ～ﾀﾃ,2534,10,牛田,48.10,,上り,〇【上】ｱｻ～ﾀﾃ,48.10,,始発
〇【上】ｱｻ～ﾀﾃ,2534,11,北千住,46.10,,上り,〇【上】ｱｻ～ﾀﾃ,46.10,,始発
〇【上】ｱｻ～ﾀﾃ,2534,12,小菅,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,13,五反野,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,14,梅島,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,15,西新井,40.40,,上り,〇【上】ｱｻ～ﾀﾃ,40.40,,始発
〇【上】ｱｻ～ﾀﾃ,2534,16,竹ノ塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,17,谷塚,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,18,草加,35   ,,上り,〇【上】ｱｻ～ﾀﾃ,35,,始発
〇【上】ｱｻ～ﾀﾃ,2534,19,獨協大学前,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,20,新田,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,21,蒲生,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,22,新越谷,30   ,,上り,〇【上】ｱｻ～ﾀﾃ,30,,始発
〇【上】ｱｻ～ﾀﾃ,2534,23,越谷,27.30,,上り,〇【上】ｱｻ～ﾀﾃ,27.30,,始発
〇【上】ｱｻ～ﾀﾃ,2534,24,北越谷,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,25,大袋,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,26,せんげん台,21.50,,上り,〇【上】ｱｻ～ﾀﾃ,21.50,,始発
〇【上】ｱｻ～ﾀﾃ,2534,27,武里,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,28,一ノ割,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,29,春日部,16.30,,上り,〇【上】ｱｻ～ﾀﾃ,16.30,,始発
〇【上】ｱｻ～ﾀﾃ,2534,30,北春日部,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,31,姫宮,－,,上り,〇【上】ｱｻ～ﾀﾃ,－,,始発
〇【上】ｱｻ～ﾀﾃ,2534,32,東武動物公園,11   ,,上り,〇【上】ｱｻ～ﾀﾃ,11,,始発
〇【上】ｱｻ～ﾀﾃ,2534,33,和戸,07.20,,上り,〇【上】ｱｻ～ﾀﾃ,07.20,,始発
〇【上】ｱｻ～ﾀﾃ,2534,34,久喜,23.03   ,,上り,〇【上】ｱｻ～ﾀﾃ,23.03,,始発
〇【上】ｱｻ～ﾀﾃ,2534,35,鷲宮,59   ,,上り,〇【上】ｱｻ～ﾀﾃ,59,,始発
〇【上】ｱｻ～ﾀﾃ,2534,36,花崎,56   ,,上り,〇【上】ｱｻ～ﾀﾃ,56,,始発
〇【上】ｱｻ～ﾀﾃ,2534,37,加須,52.20,,上り,〇【上】ｱｻ～ﾀﾃ,52.20,,始発
〇【上】ｱｻ～ﾀﾃ,2534,38,南羽生,47.50,,上り,〇【上】ｱｻ～ﾀﾃ,47.50,,始発
〇【上】ｱｻ～ﾀﾃ,2534,39,羽生,44.30,,上り,〇【上】ｱｻ～ﾀﾃ,44.30,,始発
〇【上】ｱｻ～ﾀﾃ,2534,40,川俣,40   ,,上り,〇【上】ｱｻ～ﾀﾃ,40,,始発
〇【上】ｱｻ～ﾀﾃ,2534,41,茂林寺前,37.20,,上り,〇【上】ｱｻ～ﾀﾃ,37.20,,始発
〇【上】ｱｻ～ﾀﾃ,2534,42,館林,普,,上り,〇【上】ｱｻ～ﾀﾃ,普,,始発
〇【上】ｱｻ～ﾀﾃ,3502,3,浅草,＝,10.41.30,上り,〇【上】ｱｻ～ﾀﾃ,＝,10.41.30,終着
〇【上】ｱｻ～ﾀﾃ,3502,4,"とうきょう
スカイツリー",,38.30,上り,〇【上】ｱｻ～ﾀﾃ,,38.30,終着
〇【上】ｱｻ～ﾀﾃ,3502,5,押上,,||,上り,〇【上】ｱｻ～ﾀﾃ,,||,終着
〇【上】ｱｻ～ﾀﾃ,3502,6,曳舟,,36.10,上り,〇【上】ｱｻ～ﾀﾃ,,36.10,終着
〇【上】ｱｻ～ﾀﾃ,3502,7,東向島,,32   ,上り,〇【上】ｱｻ～ﾀﾃ,,32,終着
〇【上】ｱｻ～ﾀﾃ,3502,8,鐘ヶ淵,,29.50,上り,〇【上】ｱｻ～ﾀﾃ,,29.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,9,堀切,,27.50,上り,〇【上】ｱｻ～ﾀﾃ,,27.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,10,牛田,,26.20,上り,〇【上】ｱｻ～ﾀﾃ,,26.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,11,北千住,,24.20,上り,〇【上】ｱｻ～ﾀﾃ,,24.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,12,小菅,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,13,五反野,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,14,梅島,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,15,西新井,,18.50,上り,〇【上】ｱｻ～ﾀﾃ,,18.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,16,竹ノ塚,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,17,谷塚,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,18,草加,,13.10,上り,〇【上】ｱｻ～ﾀﾃ,,13.10,終着
〇【上】ｱｻ～ﾀﾃ,3502,19,獨協大学前,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,20,新田,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,21,蒲生,,－,上り,〇【上】ｱｻ～ﾀﾃ,,－,終着
〇【上】ｱｻ～ﾀﾃ,3502,22,新越谷,,08.10,上り,〇【上】ｱｻ～ﾀﾃ,,08.10,終着
〇【上】ｱｻ～ﾀﾃ,3502,23,越谷,,05.40,上り,〇【上】ｱｻ～ﾀﾃ,,05.40,終着
〇【上】ｱｻ～ﾀﾃ,3502,24,北越谷,,10.02.30,上り,〇【上】ｱｻ～ﾀﾃ,,10.02.30,終着
〇【上】ｱｻ～ﾀﾃ,3502,25,大袋,,59.50,上り,〇【上】ｱｻ～ﾀﾃ,,59.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,26,せんげん台,,57.30,上り,〇【上】ｱｻ～ﾀﾃ,,57.30,終着
〇【上】ｱｻ～ﾀﾃ,3502,27,武里,,50.20,上り,〇【上】ｱｻ～ﾀﾃ,,50.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,28,一ノ割,,47.50,上り,〇【上】ｱｻ～ﾀﾃ,,47.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,29,春日部,,45.10,上り,〇【上】ｱｻ～ﾀﾃ,,45.10,終着
〇【上】ｱｻ～ﾀﾃ,3502,30,北春日部,,42.50,上り,〇【上】ｱｻ～ﾀﾃ,,42.50,終着
〇【上】ｱｻ～ﾀﾃ,3502,31,姫宮,,40.20,上り,〇【上】ｱｻ～ﾀﾃ,,40.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,32,東武動物公園,,37.20,上り,〇【上】ｱｻ～ﾀﾃ,,37.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,33,和戸,,33.20,上り,〇【上】ｱｻ～ﾀﾃ,,33.20,終着
〇【上】ｱｻ～ﾀﾃ,3502,34,久喜,,29.30,上り,〇【上】ｱｻ～ﾀﾃ,,29.30,終着
〇【上】ｱｻ～ﾀﾃ,3502,35,鷲宮,,22.20,上り,〇【上】ｱｻ～ﾀﾃ,,22.20,終着
